Date,Open,High,Low,Close,Adj Close,Volume
2020-09-29,51.310001,51.740002,50.950001,51.189999,50.513744,19558200
2020-09-30,51.240002,52.380001,51.150002,51.779999,51.095947,27711300
2020-10-01,52.400002,52.720001,51.990002,52.240002,51.549873,22127600
2020-10-02,51.500000,51.980000,50.990002,51.009998,50.336117,25811800
2020-10-05,51.299999,51.810001,51.270000,51.689999,51.007137,20883200
2020-10-06,51.709999,52.700001,51.230000,51.369999,50.691364,25642800
2020-10-07,51.849998,52.900002,51.790001,52.669998,51.974190,21978700
2020-10-08,52.910000,53.580002,52.669998,53.369999,52.664944,22369500
2020-10-09,53.549999,53.849998,52.669998,52.820000,52.122208,24343900
2020-10-12,53.549999,54.200001,53.209999,53.880001,53.168209,27303500
2020-10-13,54.270000,54.290001,53.619999,53.830002,53.118870,20005800
2020-10-14,54.009998,54.400002,53.509998,53.549999,52.842564,21874200
2020-10-15,52.750000,53.980000,52.619999,53.849998,53.138599,18272900
2020-10-16,53.900002,54.700001,53.900002,54.160000,53.444508,23414400
2020-10-19,54.470001,56.230000,53.840000,54.580002,53.858959,43537200
2020-10-20,54.599998,54.700001,53.270000,53.430000,52.724152,27224900
2020-10-21,53.139999,54.070000,52.820000,53.500000,52.793228,21866000
2020-10-22,53.119999,54.220001,53.070000,53.900002,53.187946,41522700
2020-10-23,48.349998,48.669998,47.660000,48.200001,47.563244,97322500
2020-10-26,47.849998,47.860001,46.250000,46.720001,46.102798,54161300
2020-10-27,45.980000,46.410000,45.360001,45.639999,45.037060,50130500
2020-10-28,44.889999,45.290001,44.200001,44.250000,43.665428,45066000
2020-10-29,44.240002,44.470001,43.919998,44.110001,43.527279,36796800
2020-10-30,44.099998,44.799999,43.610001,44.279999,43.695030,46781300
2020-11-02,44.959999,45.060001,44.240002,44.459999,43.872650,33856700
2020-11-03,44.730000,45.459999,44.700001,44.849998,44.257500,34349500
2020-11-04,45.110001,46.150002,44.779999,45.700001,45.096272,34748200
2020-11-05,46.150002,46.380001,45.529999,45.680000,45.404400,31103200
2020-11-06,45.540001,45.799999,44.900002,45.389999,45.116146,36233700
2020-11-09,46.639999,47.349998,45.540001,45.599998,45.324879,48481700
2020-11-10,45.400002,46.480000,45.250000,45.439999,45.165844,39224500
2020-11-11,45.900002,46.459999,45.860001,46.349998,46.070354,31496900
2020-11-12,46.130001,46.189999,44.549999,44.950001,44.678802,42881300
2020-11-13,44.990002,45.580002,44.970001,45.459999,45.185726,30884700
2020-11-16,46.040001,46.750000,45.790001,46.189999,45.911320,36306300
2020-11-17,45.750000,46.119999,45.410000,45.529999,45.255302,31118000
2020-11-18,45.549999,45.689999,45.040001,45.060001,44.788139,32817900
2020-11-19,44.919998,45.669998,44.700001,45.619999,45.344761,29469100
2020-11-20,45.660000,45.880001,45.330002,45.389999,45.116146,24199300
2020-11-23,45.480000,46.209999,45.450001,46.060001,45.782108,35489600
2020-11-24,46.290001,47.299999,46.009998,47.009998,46.726372,33901200
2020-11-25,47.029999,47.180000,46.570000,47.049999,46.766132,28126900
2020-11-27,47.360001,48.099998,47.360001,47.450001,47.163719,15921400
2020-11-30,47.419998,48.500000,47.270000,48.349998,48.058289,46332700
2020-12-01,48.750000,50.230000,48.709999,49.560001,49.260990,57768000
2020-12-02,49.220001,50.060001,49.180000,49.900002,49.598938,33753500
2020-12-03,49.919998,51.110001,49.779999,50.990002,50.682365,50261200
2020-12-04,51.060001,52.650002,51.000000,51.990002,51.676331,39767700
2020-12-07,51.000000,51.290001,49.560001,50.200001,49.897129,51040300
2020-12-08,49.830002,50.720001,49.810001,50.689999,50.384171,28956500
2020-12-09,50.279999,50.840000,49.730000,50.070000,49.767914,34068400
2020-12-10,49.660000,50.720001,49.590000,50.259998,49.956764,33706000
2020-12-11,50.139999,50.139999,49.119999,49.730000,49.429962,29398800
2020-12-14,49.820000,51.340000,49.740002,50.470001,50.165501,33436400
2020-12-15,50.980000,51.009998,50.209999,50.669998,50.364292,25465600
2020-12-16,50.709999,51.459999,50.680000,51.119999,50.811577,28351000
2020-12-17,51.150002,51.320000,50.220001,50.650002,50.344414,26399000
2020-12-18,50.570000,50.680000,47.110001,47.459999,47.173660,119298400
2020-12-21,46.320000,46.450001,45.240002,46.360001,46.080296,53775700
2020-12-22,46.250000,46.340000,45.770000,46.169998,45.891441,32171200
2020-12-23,46.169998,47.029999,46.070000,46.570000,46.289028,22564200
2020-12-24,46.599998,47.090000,46.340000,47.070000,46.786011,11865600
2020-12-28,47.189999,47.639999,46.860001,47.070000,46.786011,21269200
2020-12-29,47.220001,50.669998,46.490002,49.389999,49.092014,84531400
2020-12-30,49.110001,49.189999,48.560001,48.750000,48.455875,37385400
2020-12-31,48.750000,50.189999,48.720001,49.820000,49.519421,28576800
2021-01-04,49.889999,51.389999,49.400002,49.669998,49.370323,46102500
2021-01-05,49.450001,50.830002,49.330002,50.610001,50.304657,24866600
2021-01-06,50.439999,52.150002,50.200001,51.099998,50.791698,36809600
2021-01-07,51.490002,52.689999,51.299999,52.189999,51.875122,32092300
2021-01-08,52.450001,52.529999,51.270000,51.650002,51.338383,34625400
2021-01-11,51.290001,52.240002,51.250000,51.540001,51.229046,32925000
2021-01-12,51.900002,53.849998,51.560001,53.240002,52.918789,39883900
2021-01-13,59.500000,60.250000,56.900002,56.950001,56.606403,124070700
2021-01-14,58.450001,60.139999,57.840000,59.250000,58.892529,74680900
2021-01-15,58.849998,59.650002,57.500000,57.580002,57.232605,50265400
2021-01-19,57.939999,58.340000,57.099998,57.990002,57.640129,35647100
2021-01-20,58.240002,59.220001,58.090000,58.669998,58.316025,28701300
2021-01-21,59.040001,63.950001,58.220001,62.459999,62.083160,86519500
2021-01-22,58.849998,59.619999,56.650002,56.660000,56.318153,85729300
2021-01-25,56.380001,56.500000,54.060001,55.439999,55.105511,61968500
2021-01-26,55.279999,56.200001,54.849998,55.209999,54.876900,31485900
2021-01-27,54.610001,54.849998,53.299999,53.590000,53.266674,49722900
2021-01-28,54.790001,57.400002,54.700001,56.070000,55.731712,49202600
2021-01-29,55.980000,57.160000,55.360001,55.509998,55.175091,37256200
2021-02-01,55.950001,57.389999,55.709999,56.689999,56.347969,26926600
2021-02-02,57.189999,58.279999,56.880001,58.000000,57.650070,23580900
2021-02-03,57.889999,58.330002,57.380001,57.680000,57.332001,21893200
2021-02-04,57.610001,58.880001,57.189999,58.790001,58.790001,29853800
2021-02-05,59.000000,59.080002,58.119999,58.180000,58.180000,23432600
2021-02-08,58.380001,59.220001,57.950001,59.160000,59.160000,34358300
2021-02-09,58.770000,59.310001,57.939999,58.779999,58.779999,28754100
2021-02-10,59.299999,59.419998,58.119999,58.860001,58.860001,16325100
2021-02-11,59.099998,60.990002,58.860001,60.660000,60.660000,27539100
2021-02-12,60.599998,62.509998,60.430000,61.810001,61.810001,26214200
2021-02-16,62.000000,62.869999,61.700001,62.470001,62.470001,26326300
2021-02-17,61.490002,62.189999,61.209999,61.849998,61.849998,21055400
2021-02-18,60.650002,61.980000,60.639999,61.610001,61.610001,17846100
2021-02-19,61.910000,63.259998,61.849998,63.009998,63.009998,28290100
2021-02-22,61.880001,62.700001,60.660000,60.709999,60.709999,32288200
2021-02-23,60.480000,61.500000,59.169998,61.119999,61.119999,27374600
2021-02-24,60.529999,63.279999,60.380001,63.189999,63.189999,24669900
2021-02-25,62.410000,63.540001,60.130001,60.400002,60.400002,36394000
2021-02-26,60.889999,61.689999,59.680000,60.779999,60.779999,38216800
2021-03-01,61.720001,63.080002,61.650002,62.880001,62.880001,28495400
2021-03-02,62.799999,63.139999,61.110001,61.240002,61.240002,23320000
2021-03-03,60.639999,61.520000,59.700001,59.900002,59.900002,28740400
2021-03-04,59.830002,60.240002,57.910000,58.330002,58.330002,40210400
2021-03-05,59.259998,61.180000,58.509998,60.740002,60.740002,39511700
2021-03-08,60.470001,61.700001,59.720001,59.849998,59.849998,33112400
2021-03-09,61.180000,63.169998,60.840000,62.669998,62.669998,36387500
2021-03-10,63.220001,64.120003,62.130001,62.250000,62.250000,27160300
2021-03-11,62.939999,64.089996,62.389999,63.310001,63.310001,30701800
2021-03-12,62.650002,63.299999,62.240002,62.900002,62.900002,20173000
2021-03-15,63.610001,63.880001,62.480000,63.790001,63.790001,21247400
2021-03-16,64.150002,65.730003,64.080002,64.779999,64.779999,30186600
2021-03-17,64.220001,66.290001,63.709999,65.779999,65.779999,32394700
2021-03-18,65.629997,65.699997,63.650002,63.730000,63.730000,30094200
2021-03-19,63.180000,64.989998,62.919998,63.759998,63.759998,54951700
2021-03-22,64.820000,66.379997,64.559998,65.629997,65.629997,34380100
2021-03-23,66.000000,66.050003,63.169998,63.480000,63.480000,35160000
2021-03-24,66.580002,67.440002,61.990002,62.040001,62.040001,74584700
2021-03-25,61.660000,62.439999,60.980000,62.020000,62.020000,35401400
2021-03-26,61.799999,64.970001,61.770000,64.870003,64.870003,34705800
2021-03-29,64.010002,65.129997,63.610001,64.500000,64.500000,26161600
2021-03-30,63.770000,64.000000,63.150002,63.770000,63.770000,20709500
2021-03-31,64.010002,64.489998,63.580002,64.000000,64.000000,33013200
2021-04-01,64.720001,64.889999,63.580002,64.550003,64.550003,31416300
2021-04-05,64.949997,66.739998,64.699997,66.540001,66.540001,27947500
2021-04-06,66.059998,66.580002,65.290001,65.559998,65.559998,28771400
2021-04-07,65.669998,66.570000,65.360001,66.250000,66.250000,17793300
2021-04-08,66.970001,67.290001,66.360001,67.050003,67.050003,22224200
2021-04-09,66.800003,68.400002,66.629997,68.260002,68.260002,27177100
2021-04-12,68.199997,68.489998,64.709999,65.410004,65.410004,51266900
2021-04-13,65.610001,65.629997,64.209999,65.220001,65.220001,26822000
2021-04-14,65.309998,65.379997,63.840000,64.190002,64.190002,25768400
2021-04-15,63.970001,65.220001,63.680000,65.019997,65.019997,24927700
2021-04-16,65.330002,65.519997,64.570000,64.750000,64.750000,24625500
2021-04-19,64.699997,64.739998,63.070000,63.630001,63.630001,23997700
2021-04-20,63.639999,63.759998,62.410000,62.700001,62.700001,19872100
2021-04-21,62.790001,63.779999,62.299999,63.700001,63.700001,24364200
2021-04-22,63.349998,63.910000,62.279999,62.570000,62.570000,38257600
2021-04-23,59.160000,60.000000,57.900002,59.240002,59.240002,77479500
2021-04-26,59.099998,59.520000,58.459999,58.759998,58.759998,39645900
2021-04-27,58.560001,58.630001,57.770000,57.970001,57.970001,38167700
2021-04-28,57.520000,58.160000,57.150002,57.619999,57.619999,30387400
2021-04-29,57.880001,58.299999,57.470001,58.279999,58.279999,23290600
2021-04-30,57.610001,58.430000,57.070000,57.529999,57.529999,30722800
2021-05-03,57.860001,57.880001,56.840000,57.259998,57.259998,22281700
2021-05-04,56.880001,56.980000,55.810001,56.900002,56.900002,35301500
